claim_id,ulpin,claimant_name,relation_to_recorded_owner,blood_relation,proof_status,proof_document,claimed_share_pct,verification_status,claim_filed_on
SC-22-014-007-664694-2,22-014-007-664694,Claimant 2,Brother,True,Documented,Succession Certificate,30.7,Verified,2022-05-31
SC-22-014-007-664694-3,22-014-007-664694,Claimant 3,Daughter,False,Documented,Succession Certificate,19.3,Verified,2022-05-31
SC-22-014-007-664694-4,22-014-007-664694,Claimant 4,Nephew,True,Contested,Disputed mutation,26.299999999999994,Referred to Revenue Court,2022-05-31
SC-33-014-017-126907-1,33-014-017-126907,Claimant 1,Brother,False,Documented,Legal Heir Certificate,36.6,Verified,2020-10-22
SC-33-014-017-126907-2,33-014-017-126907,Claimant 2,Son,False,Undocumented,Oral claim only,33.9,Pending Verification,2020-10-22
SC-33-014-017-126907-3,33-014-017-126907,Claimant 3,Grandson,True,Undocumented,"Affidavit, unverified",20.6,Pending Verification,2020-10-22
SC-27-001-023-324558-1,27-001-023-324558,Claimant 1,Widow,True,Documented,Legal Heir Certificate,30.7,Verified,2023-03-04
SC-27-001-023-324558-2,27-001-023-324558,Claimant 2,Grandson,True,Documented,Registered Will,36.9,Verified,2023-03-04
SC-27-001-023-324558-3,27-001-023-324558,Claimant 3,Nephew,False,Documented,Mutation Entry (RoR),32.4,Verified,2023-03-04
SC-22-009-018-967292-1,22-009-018-967292,Claimant 1,Adopted Son,True,Undocumented,"Affidavit, unverified",15.8,Pending Verification,2022-12-13
SC-22-009-018-967292-2,22-009-018-967292,Claimant 2,Brother,True,Undocumented,Panchayat attestation,20.1,Pending Verification,2022-12-13
SC-22-009-018-967292-3,22-009-018-967292,Claimant 3,Sister,True,Undocumented,Panchayat attestation,39.8,Pending Verification,2022-12-13
SC-22-009-018-967292-4,22-009-018-967292,Claimant 4,Grandson,True,Documented,Partition Deed,17.8,Verified,2022-12-13
SC-29-022-004-754634-1,29-022-004-754634,Claimant 1,Nephew,False,Undocumented,Panchayat attestation,21.8,Pending Verification,2021-02-27
SC-29-022-004-754634-2,29-022-004-754634,Claimant 2,Sister,True,Documented,Legal Heir Certificate,23.6,Verified,2021-02-27
SC-29-022-004-754634-3,29-022-004-754634,Claimant 3,Nephew,False,Contested,Competing Will produced,30.8,Referred to Revenue Court,2021-02-27
SC-29-022-004-754634-4,29-022-004-754634,Claimant 4,Son,True,Documented,Partition Deed,23.8,Verified,2021-02-27
SC-21-012-017-308238-1,21-012-017-308238,Claimant 1,Daughter,True,Undocumented,Oral claim only,21.0,Pending Verification,2022-04-12
SC-21-012-017-308238-2,21-012-017-308238,Claimant 2,Son,True,Documented,Mutation Entry (RoR),43.2,Verified,2022-04-12
SC-21-012-017-308238-3,21-012-017-308238,Claimant 3,Widow,True,Documented,Legal Heir Certificate,29.1,Verified,2022-04-12
SC-22-002-016-810586-1,22-002-016-810586,Claimant 1,Nephew,True,Documented,Partition Deed,43.1,Verified,2021-01-06
SC-22-002-016-810586-2,22-002-016-810586,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),56.9,Verified,2021-01-06
SC-22-014-014-138282-1,22-014-014-138282,Claimant 1,Widow,False,Documented,Partition Deed,26.9,Verified,2019-04-06
SC-22-014-014-138282-2,22-014-014-138282,Claimant 2,Son,False,Documented,Mutation Entry (RoR),31.5,Verified,2019-04-06
SC-22-014-014-138282-3,22-014-014-138282,Claimant 3,Adopted Son,True,Undocumented,Oral claim only,41.599999999999994,Pending Verification,2019-04-06
SC-33-045-007-769939-1,33-045-007-769939,Claimant 1,Adopted Son,True,Documented,Succession Certificate,81.3,Verified,2020-01-04
SC-36-011-002-639503-1,36-011-002-639503,Claimant 1,Daughter,True,Documented,Succession Certificate,17.9,Verified,2022-02-05
SC-36-011-002-639503-2,36-011-002-639503,Claimant 2,Step-son,True,Documented,Registered Will,27.3,Verified,2022-02-05
SC-36-011-002-639503-3,36-011-002-639503,Claimant 3,Nephew,False,Undocumented,Oral claim only,21.5,Pending Verification,2022-02-05
SC-36-011-002-639503-4,36-011-002-639503,Claimant 4,Sister,True,Undocumented,Oral claim only,33.3,Pending Verification,2022-02-05
SC-27-037-004-566073-1,27-037-004-566073,Claimant 1,Sister,True,Documented,Partition Deed,66.8,Verified,2020-09-26
SC-27-037-004-566073-2,27-037-004-566073,Claimant 2,Step-son,True,Contested,Civil suit pending,33.2,Referred to Revenue Court,2020-09-26
SC-29-018-007-197634-1,29-018-007-197634,Claimant 1,Sister,True,Documented,Registered Will,20.7,Verified,2022-01-10
SC-29-018-007-197634-2,29-018-007-197634,Claimant 2,Daughter,True,Documented,Partition Deed,47.2,Verified,2022-01-10
SC-29-018-007-197634-3,29-018-007-197634,Claimant 3,Grandson,True,Documented,Succession Certificate,26.8,Verified,2022-01-10
SC-29-018-016-141916-1,29-018-016-141916,Claimant 1,Daughter,True,Undocumented,Oral claim only,100.0,Pending Verification,2023-02-13
SC-33-014-009-322546-1,33-014-009-322546,Claimant 1,Widow,True,Contested,Competing Will produced,60.1,Referred to Revenue Court,2022-07-24
SC-33-014-009-322546-2,33-014-009-322546,Claimant 2,Son,True,Documented,Legal Heir Certificate,29.3,Verified,2022-07-24
SC-22-002-006-583299-1,22-002-006-583299,Claimant 1,Grandson,True,Contested,Disputed mutation,49.0,Referred to Revenue Court,2019-07-25
SC-22-002-006-583299-2,22-002-006-583299,Claimant 2,Grandson,True,Contested,Competing Will produced,51.0,Referred to Revenue Court,2019-07-25
SC-27-001-017-880105-1,27-001-017-880105,Claimant 1,Widow,True,Undocumented,Oral claim only,100.0,Pending Verification,2020-02-20
SC-27-001-003-822573-1,27-001-003-822573,Claimant 1,Grandson,True,Documented,Mutation Entry (RoR),42.2,Verified,2021-11-30
SC-27-001-003-822573-2,27-001-003-822573,Claimant 2,Step-son,False,Undocumented,"Affidavit, unverified",30.3,Pending Verification,2021-11-30
SC-27-001-003-822573-3,27-001-003-822573,Claimant 3,Widow,True,Undocumented,"Affidavit, unverified",23.3,Pending Verification,2021-11-30
SC-33-023-016-503673-1,33-023-016-503673,Claimant 1,Grandson,True,Documented,Registered Will,45.0,Verified,2021-10-20
SC-33-023-016-503673-2,33-023-016-503673,Claimant 2,Sister,True,Contested,Civil suit pending,20.6,Referred to Revenue Court,2021-10-20
SC-33-023-016-503673-3,33-023-016-503673,Claimant 3,Son,True,Documented,Mutation Entry (RoR),34.4,Verified,2021-10-20
SC-29-009-015-901494-1,29-009-015-901494,Claimant 1,Grandson,True,Undocumented,Oral claim only,64.7,Pending Verification,2019-01-14
SC-29-009-015-901494-2,29-009-015-901494,Claimant 2,Brother,True,Contested,Civil suit pending,35.3,Referred to Revenue Court,2019-01-14
SC-23-016-023-315833-1,23-016-023-315833,Claimant 1,Adopted Son,True,Documented,Mutation Entry (RoR),85.7,Verified,2022-11-06
SC-33-023-018-457297-1,33-023-018-457297,Claimant 1,Nephew,True,Documented,Legal Heir Certificate,17.5,Verified,2021-06-23
SC-33-023-018-457297-2,33-023-018-457297,Claimant 2,Sister,False,Undocumented,Oral claim only,28.5,Pending Verification,2021-06-23
SC-33-023-018-457297-3,33-023-018-457297,Claimant 3,Brother,True,Documented,Partition Deed,33.8,Verified,2021-06-23
SC-33-023-018-457297-4,33-023-018-457297,Claimant 4,Brother,False,Undocumented,"Affidavit, unverified",20.200000000000003,Pending Verification,2021-06-23
SC-09-015-018-040011-1,09-015-018-040011,Claimant 1,Step-son,True,Contested,Civil suit pending,22.9,Referred to Revenue Court,2021-01-28
SC-09-015-018-040011-2,09-015-018-040011,Claimant 2,Daughter,True,Undocumented,Panchayat attestation,53.0,Pending Verification,2021-01-28
SC-09-015-018-040011-3,09-015-018-040011,Claimant 3,Brother,True,Undocumented,Oral claim only,20.0,Pending Verification,2021-01-28
SC-23-028-009-648235-1,23-028-009-648235,Claimant 1,Sister,True,Documented,Succession Certificate,100.0,Verified,2019-02-08
SC-21-012-010-442084-1,21-012-010-442084,Claimant 1,Son,False,Documented,Registered Will,31.6,Verified,2020-12-01
SC-21-012-010-442084-2,21-012-010-442084,Claimant 2,Son,True,Documented,Mutation Entry (RoR),40.5,Verified,2020-12-01
SC-21-012-010-442084-3,21-012-010-442084,Claimant 3,Daughter,False,Undocumented,Panchayat attestation,21.8,Pending Verification,2020-12-01
SC-29-007-011-687218-1,29-007-011-687218,Claimant 1,Daughter,True,Contested,Civil suit pending,20.4,Referred to Revenue Court,2020-01-24
SC-29-007-011-687218-2,29-007-011-687218,Claimant 2,Daughter,True,Documented,Registered Will,50.8,Verified,2020-01-24
SC-29-007-011-687218-3,29-007-011-687218,Claimant 3,Step-son,True,Undocumented,Oral claim only,28.799999999999997,Pending Verification,2020-01-24
SC-29-018-013-657486-1,29-018-013-657486,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",42.0,Pending Verification,2022-10-29
SC-29-018-013-657486-2,29-018-013-657486,Claimant 2,Adopted Son,False,Documented,Partition Deed,26.9,Verified,2022-10-29
SC-29-018-013-657486-3,29-018-013-657486,Claimant 3,Daughter,True,Undocumented,Panchayat attestation,31.1,Pending Verification,2022-10-29
SC-23-016-019-487040-1,23-016-019-487040,Claimant 1,Step-son,False,Contested,Civil suit pending,45.0,Referred to Revenue Court,2019-04-18
SC-23-016-019-487040-2,23-016-019-487040,Claimant 2,Son,True,Undocumented,Oral claim only,34.4,Pending Verification,2019-04-18
SC-23-016-019-487040-3,23-016-019-487040,Claimant 3,Step-son,True,Contested,Competing Will produced,20.6,Referred to Revenue Court,2019-04-18
SC-23-016-020-768275-1,23-016-020-768275,Claimant 1,Brother,True,Contested,Competing Will produced,100.0,Referred to Revenue Court,2019-08-03
SC-27-025-008-676027-1,27-025-008-676027,Claimant 1,Son,True,Documented,Succession Certificate,36.0,Verified,2022-01-05
SC-27-025-008-676027-2,27-025-008-676027,Claimant 2,Adopted Son,True,Documented,Partition Deed,20.0,Verified,2022-01-05
SC-27-025-008-676027-3,27-025-008-676027,Claimant 3,Son,True,Documented,Legal Heir Certificate,44.0,Verified,2022-01-05
SC-09-031-004-549123-1,09-031-004-549123,Claimant 1,Brother,True,Contested,Disputed mutation,33.4,Referred to Revenue Court,2022-01-16
SC-09-031-004-549123-2,09-031-004-549123,Claimant 2,Step-son,True,Documented,Registered Will,30.4,Verified,2022-01-16
SC-09-031-004-549123-3,09-031-004-549123,Claimant 3,Step-son,True,Contested,Competing Will produced,13.0,Referred to Revenue Court,2022-01-16
SC-09-031-004-549123-4,09-031-004-549123,Claimant 4,Brother,False,Documented,Succession Certificate,23.199999999999996,Verified,2022-01-16
SC-33-014-024-980887-1,33-014-024-980887,Claimant 1,Son,True,Documented,Partition Deed,100.0,Verified,2023-03-22
SC-09-002-018-837892-1,09-002-018-837892,Claimant 1,Sister,True,Documented,Mutation Entry (RoR),34.7,Verified,2023-10-18
SC-09-002-018-837892-2,09-002-018-837892,Claimant 2,Daughter,False,Undocumented,"Affidavit, unverified",28.0,Pending Verification,2023-10-18
SC-09-002-018-837892-3,09-002-018-837892,Claimant 3,Adopted Son,True,Documented,Registered Will,16.3,Verified,2023-10-18
SC-09-002-018-837892-4,09-002-018-837892,Claimant 4,Sister,False,Documented,Partition Deed,20.999999999999996,Verified,2023-10-18
SC-33-023-021-127686-1,33-023-021-127686,Claimant 1,Nephew,True,Undocumented,"Affidavit, unverified",39.0,Pending Verification,2022-02-18
SC-33-023-021-127686-2,33-023-021-127686,Claimant 2,Daughter,False,Documented,Succession Certificate,26.1,Verified,2022-02-18
SC-33-023-021-127686-3,33-023-021-127686,Claimant 3,Daughter,False,Documented,Registered Will,31.4,Verified,2022-02-18
SC-36-003-002-022189-1,36-003-002-022189,Claimant 1,Sister,True,Contested,Disputed mutation,31.6,Referred to Revenue Court,2022-06-30
SC-36-003-002-022189-2,36-003-002-022189,Claimant 2,Son,True,Undocumented,Panchayat attestation,26.2,Pending Verification,2022-06-30
SC-36-003-002-022189-3,36-003-002-022189,Claimant 3,Adopted Son,True,Documented,Legal Heir Certificate,42.2,Verified,2022-06-30
SC-29-009-024-146793-1,29-009-024-146793,Claimant 1,Sister,False,Documented,Mutation Entry (RoR),55.2,Verified,2022-02-16
SC-29-009-024-146793-2,29-009-024-146793,Claimant 2,Daughter,True,Undocumented,Panchayat attestation,41.1,Pending Verification,2022-02-16
SC-23-033-019-156498-1,23-033-019-156498,Claimant 1,Brother,False,Documented,Legal Heir Certificate,27.3,Verified,2022-04-02
SC-23-033-019-156498-2,23-033-019-156498,Claimant 2,Brother,True,Contested,Civil suit pending,33.5,Referred to Revenue Court,2022-04-02
SC-23-033-019-156498-3,23-033-019-156498,Claimant 3,Nephew,True,Documented,Partition Deed,39.2,Verified,2022-04-02
SC-09-044-015-501491-1,09-044-015-501491,Claimant 1,Nephew,True,Documented,Succession Certificate,32.8,Verified,2019-09-01
SC-09-044-015-501491-2,09-044-015-501491,Claimant 2,Sister,True,Undocumented,"Affidavit, unverified",27.2,Pending Verification,2019-09-01
SC-09-044-015-501491-3,09-044-015-501491,Claimant 3,Sister,True,Undocumented,Oral claim only,27.3,Pending Verification,2019-09-01
SC-09-044-015-501491-4,09-044-015-501491,Claimant 4,Nephew,False,Undocumented,Panchayat attestation,12.7,Pending Verification,2019-09-01
SC-09-002-012-287289-1,09-002-012-287289,Claimant 1,Brother,True,Undocumented,"Affidavit, unverified",34.1,Pending Verification,2023-05-20
SC-09-002-012-287289-2,09-002-012-287289,Claimant 2,Adopted Son,False,Documented,Succession Certificate,28.1,Verified,2023-05-20
SC-09-002-012-287289-3,09-002-012-287289,Claimant 3,Brother,True,Contested,Civil suit pending,34.3,Referred to Revenue Court,2023-05-20
SC-21-019-012-187124-1,21-019-012-187124,Claimant 1,Widow,True,Documented,Mutation Entry (RoR),25.9,Verified,2019-10-23
SC-21-019-012-187124-2,21-019-012-187124,Claimant 2,Nephew,False,Documented,Partition Deed,22.5,Verified,2019-10-23
SC-21-019-012-187124-3,21-019-012-187124,Claimant 3,Daughter,True,Documented,Legal Heir Certificate,16.5,Verified,2019-10-23
SC-21-019-012-187124-4,21-019-012-187124,Claimant 4,Nephew,True,Undocumented,"Affidavit, unverified",26.7,Pending Verification,2019-10-23
SC-29-018-003-950223-1,29-018-003-950223,Claimant 1,Brother,True,Undocumented,"Affidavit, unverified",28.3,Pending Verification,2021-09-29
SC-29-018-003-950223-2,29-018-003-950223,Claimant 2,Brother,True,Undocumented,"Affidavit, unverified",29.1,Pending Verification,2021-09-29
SC-29-018-003-950223-3,29-018-003-950223,Claimant 3,Nephew,False,Documented,Mutation Entry (RoR),23.4,Verified,2021-09-29
SC-29-018-003-950223-4,29-018-003-950223,Claimant 4,Brother,True,Documented,Mutation Entry (RoR),13.3,Verified,2021-09-29
SC-27-025-021-006424-1,27-025-021-006424,Claimant 1,Adopted Son,False,Documented,Partition Deed,34.2,Verified,2019-11-08
SC-27-025-021-006424-2,27-025-021-006424,Claimant 2,Widow,True,Undocumented,Oral claim only,13.4,Pending Verification,2019-11-08
SC-27-025-021-006424-3,27-025-021-006424,Claimant 3,Step-son,True,Contested,Competing Will produced,29.5,Referred to Revenue Court,2019-11-08
SC-27-025-021-006424-4,27-025-021-006424,Claimant 4,Adopted Son,True,Documented,Legal Heir Certificate,22.9,Verified,2019-11-08
SC-29-009-005-001703-1,29-009-005-001703,Claimant 1,Brother,True,Contested,Competing Will produced,23.1,Referred to Revenue Court,2023-05-28
SC-29-009-005-001703-2,29-009-005-001703,Claimant 2,Sister,True,Undocumented,"Affidavit, unverified",30.5,Pending Verification,2023-05-28
SC-29-009-005-001703-3,29-009-005-001703,Claimant 3,Daughter,True,Documented,Mutation Entry (RoR),24.5,Verified,2023-05-28
SC-29-009-005-001703-4,29-009-005-001703,Claimant 4,Daughter,True,Undocumented,"Affidavit, unverified",21.7,Pending Verification,2023-05-28
SC-29-009-005-455315-1,29-009-005-455315,Claimant 1,Grandson,True,Documented,Partition Deed,18.6,Verified,2020-12-26
SC-29-009-005-455315-2,29-009-005-455315,Claimant 2,Sister,True,Documented,Legal Heir Certificate,33.8,Verified,2020-12-26
SC-29-009-005-455315-3,29-009-005-455315,Claimant 3,Adopted Son,True,Undocumented,Oral claim only,28.1,Pending Verification,2020-12-26
SC-29-009-005-455315-4,29-009-005-455315,Claimant 4,Grandson,True,Documented,Registered Will,19.500000000000007,Verified,2020-12-26
SC-36-027-001-845549-1,36-027-001-845549,Claimant 1,Grandson,True,Documented,Legal Heir Certificate,100.0,Verified,2022-04-04
SC-29-009-020-946469-1,29-009-020-946469,Claimant 1,Widow,True,Undocumented,Oral claim only,25.7,Pending Verification,2019-11-21
SC-29-009-020-946469-2,29-009-020-946469,Claimant 2,Sister,True,Documented,Legal Heir Certificate,16.8,Verified,2019-11-21
SC-29-009-020-946469-3,29-009-020-946469,Claimant 3,Son,True,Documented,Succession Certificate,30.3,Verified,2019-11-21
SC-29-009-020-946469-4,29-009-020-946469,Claimant 4,Step-son,True,Documented,Registered Will,27.2,Verified,2019-11-21
SC-29-022-002-099610-1,29-022-002-099610,Claimant 1,Widow,True,Undocumented,Panchayat attestation,56.2,Pending Verification,2019-05-01
SC-29-022-002-099610-2,29-022-002-099610,Claimant 2,Adopted Son,False,Undocumented,Panchayat attestation,40.7,Pending Verification,2019-05-01
SC-29-018-010-881797-1,29-018-010-881797,Claimant 1,Brother,True,Undocumented,Panchayat attestation,42.6,Pending Verification,2022-07-07
SC-29-018-010-881797-2,29-018-010-881797,Claimant 2,Widow,True,Documented,Succession Certificate,57.4,Verified,2022-07-07
SC-36-027-001-557523-1,36-027-001-557523,Claimant 1,Widow,True,Documented,Partition Deed,34.2,Verified,2023-02-04
SC-36-027-001-557523-2,36-027-001-557523,Claimant 2,Daughter,True,Undocumented,"Affidavit, unverified",14.7,Pending Verification,2023-02-04
SC-36-027-001-557523-3,36-027-001-557523,Claimant 3,Brother,False,Documented,Legal Heir Certificate,17.2,Verified,2023-02-04
SC-36-027-001-557523-4,36-027-001-557523,Claimant 4,Grandson,True,Contested,Competing Will produced,33.89999999999999,Referred to Revenue Court,2023-02-04
SC-22-014-011-945886-1,22-014-011-945886,Claimant 1,Daughter,True,Contested,Competing Will produced,37.8,Referred to Revenue Court,2020-07-11
SC-22-014-011-945886-2,22-014-011-945886,Claimant 2,Son,True,Contested,Disputed mutation,24.2,Referred to Revenue Court,2020-07-11
SC-22-014-011-945886-3,22-014-011-945886,Claimant 3,Brother,False,Documented,Registered Will,34.5,Verified,2020-07-11
SC-27-001-021-354655-1,27-001-021-354655,Claimant 1,Son,True,Documented,Registered Will,26.9,Verified,2019-04-25
SC-27-001-021-354655-2,27-001-021-354655,Claimant 2,Sister,False,Documented,Partition Deed,16.1,Verified,2019-04-25
SC-27-001-021-354655-3,27-001-021-354655,Claimant 3,Widow,True,Documented,Partition Deed,39.1,Verified,2019-04-25
SC-27-001-021-354655-4,27-001-021-354655,Claimant 4,Son,True,Undocumented,"Affidavit, unverified",17.1,Pending Verification,2019-04-25
SC-21-019-018-511650-1,21-019-018-511650,Claimant 1,Sister,False,Contested,Disputed mutation,40.7,Referred to Revenue Court,2019-03-28
SC-21-019-018-511650-2,21-019-018-511650,Claimant 2,Widow,True,Documented,Legal Heir Certificate,36.8,Verified,2019-03-28
SC-21-019-018-511650-3,21-019-018-511650,Claimant 3,Widow,False,Undocumented,Oral claim only,22.5,Pending Verification,2019-03-28
SC-29-022-018-398840-1,29-022-018-398840,Claimant 1,Daughter,False,Undocumented,"Affidavit, unverified",66.5,Pending Verification,2022-08-22
SC-36-019-006-179929-1,36-019-006-179929,Claimant 1,Sister,False,Documented,Legal Heir Certificate,47.7,Verified,2021-06-27
SC-36-019-006-179929-2,36-019-006-179929,Claimant 2,Step-son,True,Undocumented,Oral claim only,52.3,Pending Verification,2021-06-27
SC-27-037-017-071976-1,27-037-017-071976,Claimant 1,Widow,True,Contested,Disputed mutation,100.0,Referred to Revenue Court,2020-08-06
SC-22-018-015-420983-1,22-018-015-420983,Claimant 1,Step-son,True,Documented,Partition Deed,62.9,Verified,2019-01-23
SC-22-018-015-420983-2,22-018-015-420983,Claimant 2,Widow,True,Undocumented,Panchayat attestation,27.1,Pending Verification,2019-01-23
SC-21-026-003-542903-1,21-026-003-542903,Claimant 1,Nephew,True,Contested,Competing Will produced,63.2,Referred to Revenue Court,2023-11-23
SC-21-026-003-542903-2,21-026-003-542903,Claimant 2,Grandson,True,Documented,Mutation Entry (RoR),28.2,Verified,2023-11-23
SC-27-037-019-629965-1,27-037-019-629965,Claimant 1,Sister,True,Documented,Mutation Entry (RoR),30.1,Verified,2021-03-07
SC-27-037-019-629965-2,27-037-019-629965,Claimant 2,Adopted Son,True,Undocumented,"Affidavit, unverified",32.1,Pending Verification,2021-03-07
SC-27-037-019-629965-3,27-037-019-629965,Claimant 3,Step-son,True,Contested,Disputed mutation,18.4,Referred to Revenue Court,2021-03-07
SC-27-037-019-629965-4,27-037-019-629965,Claimant 4,Son,False,Contested,Civil suit pending,17.2,Referred to Revenue Court,2021-03-07
SC-33-031-012-609327-1,33-031-012-609327,Claimant 1,Grandson,True,Contested,Civil suit pending,42.9,Referred to Revenue Court,2019-07-11
SC-33-031-012-609327-2,33-031-012-609327,Claimant 2,Step-son,True,Contested,Competing Will produced,57.1,Referred to Revenue Court,2019-07-11
SC-29-022-015-076657-1,29-022-015-076657,Claimant 1,Step-son,True,Documented,Registered Will,47.0,Verified,2022-07-09
SC-29-022-015-076657-2,29-022-015-076657,Claimant 2,Daughter,True,Documented,Mutation Entry (RoR),53.0,Verified,2022-07-09
SC-33-031-018-828945-1,33-031-018-828945,Claimant 1,Adopted Son,True,Documented,Registered Will,44.0,Verified,2020-08-12
SC-33-031-018-828945-2,33-031-018-828945,Claimant 2,Adopted Son,True,Undocumented,Panchayat attestation,31.8,Pending Verification,2020-08-12
SC-33-031-018-828945-3,33-031-018-828945,Claimant 3,Adopted Son,False,Undocumented,Panchayat attestation,14.8,Pending Verification,2020-08-12
SC-23-033-022-948550-1,23-033-022-948550,Claimant 1,Grandson,True,Contested,Disputed mutation,92.1,Referred to Revenue Court,2020-12-25
SC-22-002-003-731451-1,22-002-003-731451,Claimant 1,Brother,True,Undocumented,"Affidavit, unverified",25.6,Pending Verification,2021-02-15
SC-22-002-003-731451-2,22-002-003-731451,Claimant 2,Nephew,True,Undocumented,Panchayat attestation,31.6,Pending Verification,2021-02-15
SC-22-002-003-731451-3,22-002-003-731451,Claimant 3,Grandson,True,Documented,Registered Will,27.5,Verified,2021-02-15
SC-22-002-003-731451-4,22-002-003-731451,Claimant 4,Step-son,True,Documented,Mutation Entry (RoR),11.0,Verified,2021-02-15
SC-22-009-003-276112-1,22-009-003-276112,Claimant 1,Step-son,False,Undocumented,"Affidavit, unverified",53.1,Pending Verification,2021-03-28
SC-22-009-003-276112-2,22-009-003-276112,Claimant 2,Sister,True,Documented,Succession Certificate,33.1,Verified,2021-03-28
SC-33-031-019-065120-1,33-031-019-065120,Claimant 1,Grandson,True,Undocumented,Oral claim only,38.1,Pending Verification,2020-08-20
SC-33-031-019-065120-2,33-031-019-065120,Claimant 2,Grandson,True,Documented,Mutation Entry (RoR),24.4,Verified,2020-08-20
SC-33-031-019-065120-3,33-031-019-065120,Claimant 3,Step-son,True,Documented,Mutation Entry (RoR),37.5,Verified,2020-08-20
SC-09-044-013-404185-1,09-044-013-404185,Claimant 1,Daughter,True,Undocumented,Oral claim only,100.0,Pending Verification,2022-07-09
SC-23-028-004-042521-1,23-028-004-042521,Claimant 1,Nephew,True,Documented,Succession Certificate,41.6,Verified,2023-01-15
SC-23-028-004-042521-2,23-028-004-042521,Claimant 2,Grandson,True,Undocumented,"Affidavit, unverified",49.1,Pending Verification,2023-01-15
SC-22-014-017-793907-1,22-014-017-793907,Claimant 1,Nephew,True,Documented,Mutation Entry (RoR),25.1,Verified,2019-01-07
SC-22-014-017-793907-2,22-014-017-793907,Claimant 2,Son,True,Undocumented,Panchayat attestation,30.7,Pending Verification,2019-01-07
SC-22-014-017-793907-3,22-014-017-793907,Claimant 3,Step-son,True,Undocumented,Oral claim only,29.3,Pending Verification,2019-01-07
SC-22-014-017-793907-4,22-014-017-793907,Claimant 4,Grandson,True,Contested,Civil suit pending,14.900000000000002,Referred to Revenue Court,2019-01-07
SC-09-002-004-500329-1,09-002-004-500329,Claimant 1,Son,True,Documented,Registered Will,17.0,Verified,2020-06-23
SC-09-002-004-500329-2,09-002-004-500329,Claimant 2,Son,True,Documented,Legal Heir Certificate,34.1,Verified,2020-06-23
SC-09-002-004-500329-3,09-002-004-500329,Claimant 3,Grandson,True,Documented,Registered Will,27.9,Verified,2020-06-23
SC-09-002-004-500329-4,09-002-004-500329,Claimant 4,Daughter,True,Contested,Civil suit pending,20.7,Referred to Revenue Court,2020-06-23
SC-27-025-001-660303-1,27-025-001-660303,Claimant 1,Nephew,True,Undocumented,Panchayat attestation,100.0,Pending Verification,2020-07-08
SC-09-015-013-630484-1,09-015-013-630484,Claimant 1,Adopted Son,True,Documented,Partition Deed,24.0,Verified,2023-05-15
SC-09-015-013-630484-2,09-015-013-630484,Claimant 2,Sister,True,Undocumented,Oral claim only,33.0,Pending Verification,2023-05-15
SC-09-015-013-630484-3,09-015-013-630484,Claimant 3,Adopted Son,True,Documented,Partition Deed,38.6,Verified,2023-05-15
SC-22-009-002-219883-1,22-009-002-219883,Claimant 1,Grandson,True,Contested,Civil suit pending,94.5,Referred to Revenue Court,2019-08-17
SC-33-023-003-111318-1,33-023-003-111318,Claimant 1,Step-son,False,Undocumented,"Affidavit, unverified",59.3,Pending Verification,2022-01-28
SC-33-023-003-111318-2,33-023-003-111318,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),40.7,Verified,2022-01-28
SC-29-009-017-318719-1,29-009-017-318719,Claimant 1,Brother,True,Documented,Legal Heir Certificate,15.9,Verified,2019-07-12
SC-29-009-017-318719-2,29-009-017-318719,Claimant 2,Grandson,True,Undocumented,Oral claim only,22.0,Pending Verification,2019-07-12
SC-29-009-017-318719-3,29-009-017-318719,Claimant 3,Step-son,False,Undocumented,"Affidavit, unverified",40.2,Pending Verification,2019-07-12
SC-29-009-017-318719-4,29-009-017-318719,Claimant 4,Daughter,True,Documented,Partition Deed,20.2,Verified,2019-07-12
SC-21-026-001-033765-1,21-026-001-033765,Claimant 1,Daughter,True,Documented,Partition Deed,81.4,Verified,2022-08-14
SC-36-011-020-735729-1,36-011-020-735729,Claimant 1,Brother,True,Undocumented,Panchayat attestation,69.5,Pending Verification,2021-09-25
SC-36-011-020-735729-2,36-011-020-735729,Claimant 2,Widow,False,Contested,Disputed mutation,25.3,Referred to Revenue Court,2021-09-25
SC-33-023-022-052203-1,33-023-022-052203,Claimant 1,Grandson,True,Contested,Disputed mutation,43.5,Referred to Revenue Court,2022-06-02
SC-33-023-022-052203-2,33-023-022-052203,Claimant 2,Nephew,False,Contested,Competing Will produced,44.4,Referred to Revenue Court,2022-06-02
SC-22-014-004-452829-1,22-014-004-452829,Claimant 1,Adopted Son,False,Documented,Succession Certificate,38.5,Verified,2021-08-05
SC-22-014-004-452829-2,22-014-004-452829,Claimant 2,Adopted Son,True,Contested,Disputed mutation,38.8,Referred to Revenue Court,2021-08-05
SC-22-014-004-452829-3,22-014-004-452829,Claimant 3,Grandson,True,Documented,Partition Deed,15.5,Verified,2021-08-05
SC-27-013-001-641445-1,27-013-001-641445,Claimant 1,Nephew,True,Undocumented,Oral claim only,69.7,Pending Verification,2023-07-31
SC-27-013-001-641445-2,27-013-001-641445,Claimant 2,Adopted Son,True,Documented,Partition Deed,30.299999999999997,Verified,2023-07-31
SC-23-004-005-150803-1,23-004-005-150803,Claimant 1,Brother,True,Undocumented,Panchayat attestation,75.1,Pending Verification,2019-06-26
